Unnamed: 0,home_team,away_team,date,league,season,home_score,away_score,home_xg,away_xg,datetime,home_standings,away_standings,home_points,away_points,home_points_last_4_matches,away_points_last_4_matches,home_points_last_2_home_matches,away_points_last_2_away_matches,home_goals_last_4_matches,away_goals_last_4_matches,home_goals_last_2_home_matches,away_goals_last_2_away_matches,home_goals_against_last_4_matches,away_goals_against_last_4_matches,home_goals_against_last_2_home_matches,away_goals_against_last_2_away_matches,home_mean_xg_last_4_matches,away_mean_xg_last_4_matches,home_mean_xg_last_2_home_matches,away_mean_xg_last_2_away_matches,home_mean_xg_against_last_4_matches,away_mean_xg_against_last_4_matches,home_mean_xg_against_last_2_home_matches,away_mean_xg_against_last_2_away_matches,home_formation,away_formation,home_defense_rating,away_defense_rating,home_midfield_rating,away_midfield_rating,home_attack_rating,away_attack_rating,home_defense_rating_last_4_matches,away_defense_rating_last_4_matches,home_defense_rating_last_2_home_matches,away_defense_rating_last_2_away_matches,home_midfield_rating_last_4_matches,away_midfield_rating_last_4_matches,home_midfield_rating_last_2_home_matches,away_midfield_rating_last_2_away_matches,home_attack_rating_last_4_matches,away_attack_rating_last_4_matches,home_attack_rating_last_2_home_matches,away_attack_rating_last_2_away_matches
4240,Lazio,Genoa,November 20 2016,Serie A,2016/2017,3,1,1.8,0.64,2016-11-20,7,11,22,16,8.0,4.0,6.0,0.0,9.0,5.0,6.0,1.0,5.0,6.0,2.0,5.0,1.7325000000000002,1.0325,2.6,0.945,1.2275,1.1725,1.27,1.69,0,1,7.104000000000001,6.048333333333335,7.3,6.71,7.843333333333334,6.426666666666667,6.897,6.8625,7.022,6.6275,7.090624999999999,6.95825,7.359999999999999,6.7915,7.587499999999999,6.5325,8.001666666666665,6.351666666666667
4244,Sampdoria,Sassuolo,November 20 2016,Serie A,2016/2017,3,2,2.54,1.15,2016-11-20,15,12,15,16,7.0,1.0,6.0,1.0,5.0,3.0,3.0,2.0,6.0,9.0,1.0,3.0,1.0125000000000002,0.9875,1.45,0.95,1.815,1.6775000000000002,1.7800000000000002,1.595,2,0,6.434,6.484,6.762500000000001,7.289999999999999,8.895,7.510000000000001,6.7195,6.693875,6.9590000000000005,6.7925,6.84,6.551500000000001,6.98625,6.525,7.2075,6.527916666666666,7.56,6.844166666666666
4260,Empoli,AC Milan,November 26 2016,Serie A,2016/2017,1,4,1.53,0.78,2016-11-26,17,3,10,26,4.0,7.0,1.0,3.0,4.0,5.0,0.0,2.0,6.0,6.0,4.0,4.0,0.975,0.9675,0.55,0.74,2.9425,1.075,2.665,0.98,2,0,5.99,6.953999999999999,7.025,6.506666666666667,6.73,9.016666666666667,7.294499999999999,6.8625,7.088,6.627,6.805,6.898333333333333,6.4,6.493333333333333,7.05625,7.023333333333333,6.5725,6.6
4276,Torino,Chievo,November 26 2016,Serie A,2016/2017,2,1,1.06,0.9,2016-11-26,7,10,22,18,7.0,4.0,4.0,1.0,10.0,3.0,7.0,0.0,5.0,5.0,3.0,2.0,1.3949999999999998,0.9975,2.25,0.835,1.59,1.095,0.895,1.085,0,0,7.0600000000000005,6.362,7.176666666666667,6.760000000000001,7.646666666666667,5.92,6.8745,6.758666666666667,6.879,7.0840000000000005,7.0825,6.497083333333334,7.16,6.327500000000001,7.627499999999999,6.463749999999999,8.131666666666666,6.41
4279,Bologna,Atalanta,November 27 2016,Serie A,2016/2017,0,2,0.27,1.32,2016-11-27,13,6,16,25,4.0,12.0,3.0,6.0,4.0,9.0,3.0,4.0,6.0,1.0,2.0,0.0,0.455,1.2375,0.415,0.985,1.885,0.9025,1.54,0.635,0,3,6.276000000000001,7.395,6.593333333333334,7.172,6.243333333333333,7.82,6.6295,7.346249999999999,6.615,7.673333333333332,6.980833333333333,7.396875,7.248333333333333,7.17,6.510833333333333,7.194999999999999,6.654999999999999,6.725
4280,Cagliari,Udinese,November 27 2016,Serie A,2016/2017,2,1,2.06,0.92,2016-11-27,15,16,16,15,3.0,5.0,3.0,4.0,4.0,7.0,5.0,4.0,11.0,6.0,6.0,2.0,0.685,1.08,0.985,0.93,2.04,1.215,1.46,0.955,2,0,6.954000000000001,6.517999999999999,6.887499999999999,7.31,7.065,6.95,6.376000000000001,6.7315000000000005,6.532,6.855,6.439166666666667,6.9975000000000005,7.063749999999999,7.23,6.4208333333333325,6.870833333333334,6.779999999999999,6.983333333333333
4282,Crotone,Sampdoria,November 27 2016,Serie A,2016/2017,1,1,0.57,1.42,2016-11-27,19,12,5,18,4.0,7.0,3.0,1.0,3.0,6.0,2.0,2.0,6.0,7.0,2.0,5.0,1.0175,1.1275,1.545,0.575,1.395,1.83,0.835,1.85,2,2,6.914,6.95,6.64,6.53,7.09,6.975,6.833500000000001,6.635000000000001,6.956,6.48,6.5425,6.786250000000001,6.745000000000001,6.69375,6.752083333333333,7.48375,6.789166666666667,6.855
4283,Genoa,Juventus,November 27 2016,Serie A,2016/2017,3,1,3.14,1.36,2016-11-27,13,1,16,33,4.0,12.0,4.0,3.0,5.0,11.0,4.0,2.0,7.0,3.0,1.0,2.0,0.92,1.6275,1.12,1.435,1.1025,0.8150000000000001,0.655,0.68,1,3,7.038333333333333,6.235,6.785,6.8566666666666665,7.563333333333333,6.54,6.700833333333334,6.982500000000001,7.0975,6.746666666666667,6.85125,7.336666666666666,7.125,7.175,6.486666666666666,7.459583333333333,6.713333333333333,6.729166666666666
4289,Palermo,Lazio,November 27 2016,Serie A,2016/2017,0,1,0.7,1.52,2016-11-27,19,6,6,25,0.0,10.0,0.0,2.0,4.0,10.0,2.0,3.0,10.0,4.0,5.0,3.0,0.925,1.8525,0.815,0.865,0.825,0.9725,1.015,1.185,1,0,6.878333333333333,6.978,6.535,8.12,6.85,6.94,6.549499999999999,7.0495,6.581,6.772,6.354,7.240625,6.365,6.82125,6.818333333333333,7.621666666666666,6.699999999999999,7.173333333333333
4291,Roma,Pescara,November 27 2016,Serie A,2016/2017,3,2,3.04,1.2,2016-11-27,5,20,26,4,7.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,3.0,9.0,1.0,4.0,2.1625,1.1025,2.97,0.8200000000000001,0.9525,1.6675,0.615,1.745,0,1,6.944,6.408333333333334,7.056666666666668,6.735,8.586666666666666,6.05,7.217999999999999,6.429125,7.199,6.53225,7.233333333333332,6.468000000000001,7.543333333333333,6.441000000000001,7.754999999999999,6.1625000000000005,8.568333333333332,6.1850000000000005
4297,Napoli,Sassuolo,November 28 2016,Serie A,2016/2017,1,1,1.24,0.52,2016-11-28,7,14,24,16,7.0,0.0,4.0,0.0,6.0,4.0,3.0,3.0,4.0,11.0,1.0,5.0,1.82,1.115,2.305,1.205,0.3825,1.9625,0.35,2.165,0,0,6.862,7.0280000000000005,7.096666666666667,6.756666666666667,7.266666666666667,6.213333333333334,6.9095,6.562375,7.189,6.5295000000000005,7.0425,6.799833333333334,7.359999999999999,7.0216666666666665,7.2075,6.764583333333333,7.346666666666666,7.317500000000001
4298,Inter,Fiorentina,November 29 2016,Serie A,2016/2017,4,2,3.58,0.82,2016-11-29,12,8,18,20,7.0,8.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0,2.0,1.0,0.0,2.2425,2.145,2.45,2.8,0.5675,0.6325000000000001,0.4,0.5,0,0,6.840000000000001,5.916,7.25,7.216666666666668,8.549999999999999,6.6000000000000005,6.9745,7.01125,7.093,7.414833333333333,7.278333333333332,7.412083333333332,7.574999999999999,7.6525,7.444166666666667,7.051666666666667,7.96,7.764999999999999
4311,Napoli,Inter,December 02 2016,Serie A,2016/2017,3,0,1.77,1.12,2016-12-02,7,8,25,21,5.0,7.0,2.0,1.0,5.0,9.0,2.0,2.0,5.0,5.0,2.0,3.0,1.155,2.5375,0.975,2.035,0.44,0.635,0.4649999999999999,0.735,0,0,7.686,6.513999999999999,8.223333333333334,6.363333333333333,7.863333333333333,6.096666666666667,6.754,6.9935,6.878,6.856,6.976666666666667,7.224166666666666,7.228333333333333,6.9816666666666665,7.038333333333333,7.649166666666667,7.008333333333333,6.928333333333334
4322,Juventus,Atalanta,December 03 2016,Serie A,2016/2017,3,1,1.01,0.35,2016-12-03,1,6,33,28,9.0,12.0,6.0,6.0,8.0,10.0,5.0,5.0,5.0,1.0,1.0,0.0,1.435,1.4,1.12,1.31,1.5125000000000002,0.9125,0.9,0.655,2,3,7.128,6.215,7.404999999999999,6.45,8.355,6.39,6.736666666666668,7.377083333333333,7.050833333333334,7.734999999999999,7.177499999999999,7.476125,7.213333333333333,7.3285,7.174583333333333,7.5725,7.4825,7.48
4335,AC Milan,Crotone,December 04 2016,Serie A,2016/2017,2,1,1.58,0.77,2016-12-04,3,18,29,6,10.0,4.0,4.0,1.0,9.0,3.0,3.0,1.0,4.0,6.0,2.0,4.0,1.0525,0.9775,1.195,0.49,1.2275,1.3975,1.17,1.955,0,2,7.029999999999999,6.868,6.75,6.4125,6.673333333333333,6.805,7.063999999999999,6.760999999999999,7.098000000000001,6.711,6.964166666666667,6.635,7.303333333333334,6.34,7.766666666666667,6.735833333333333,7.446666666666667,6.715
4342,Fiorentina,Palermo,December 04 2016,Serie A,2016/2017,2,1,1.9,0.4,2016-12-04,9,19,20,6,7.0,0.0,2.0,0.0,8.0,3.0,2.0,2.0,5.0,8.0,2.0,5.0,1.9975,0.9525,1.49,1.035,1.345,0.9575,0.765,0.635,3,1,6.885,6.661666666666666,7.106,6.897499999999999,7.425,6.7,6.82475,6.642083333333332,6.607666666666668,6.517999999999999,7.417916666666667,6.381083333333334,7.171666666666667,6.343,7.0825,6.871666666666666,6.338333333333333,6.9366666666666665
4343,Lazio,Roma,December 04 2016,Serie A,2016/2017,0,2,0.58,1.0,2016-12-04,4,3,28,29,10.0,7.0,6.0,1.0,7.0,7.0,5.0,1.0,3.0,4.0,2.0,2.0,1.38,2.3675,1.795,1.49,0.8274999999999999,1.0,0.95,1.005,0,0,5.962,7.174000000000001,6.5633333333333335,7.478,6.416666666666667,6.84,7.0680000000000005,7.128,7.122000000000001,7.143000000000001,7.386458333333333,7.150833333333333,7.241666666666667,7.071666666666665,7.201666666666667,7.898333333333331,7.613333333333333,7.016666666666666
4346,Pescara,Cagliari,December 04 2016,Serie A,2016/2017,1,1,1.43,0.35,2016-12-04,20,12,4,19,0.0,6.0,0.0,0.0,2.0,5.0,0.0,1.0,11.0,8.0,5.0,6.0,1.3450000000000002,0.8799999999999999,1.385,0.395,2.26,1.4175,1.59,2.025,0,2,6.548,6.864,6.843999999999999,6.5125,7.16,6.8100000000000005,6.350208333333333,6.586499999999999,6.325999999999999,6.220000000000001,6.553750000000001,6.576666666666666,6.495000000000001,5.988333333333333,6.1,6.667083333333333,6.140000000000001,6.406666666666666
4349,Sampdoria,Torino,December 04 2016,Serie A,2016/2017,2,0,0.95,0.73,2016-12-04,12,7,19,25,8.0,10.0,6.0,4.0,6.0,11.0,4.0,4.0,4.0,4.0,2.0,2.0,1.395,1.5225,1.68,1.095,1.44,1.215,1.81,1.745,2,0,7.4,6.628,7.477499999999999,6.359999999999999,6.615,6.776666666666666,6.853000000000001,7.0575,6.790000000000001,7.177,6.83125,7.256666666666666,6.878750000000001,7.008333333333333,7.5525,7.857499999999999,8.1125,7.403333333333333
4350,Sassuolo,Empoli,December 04 2016,Serie A,2016/2017,3,0,2.75,1.21,2016-12-04,14,17,17,10,1.0,4.0,0.0,3.0,4.0,5.0,1.0,4.0,9.0,8.0,6.0,2.0,0.9925,1.285,1.025,1.4,1.7175,2.1625,1.7600000000000002,3.22,0,2,7.75,5.816,7.656666666666666,6.3325000000000005,7.7633333333333345,5.859999999999999,6.679875,7.0425,6.59525,7.500999999999999,6.8115000000000006,6.9662500000000005,6.578,7.21,6.749583333333334,7.1825,6.211666666666667,7.54
4353,Chievo,Genoa,December 05 2016,Serie A,2016/2017,0,0,1.02,0.49,2016-12-05,14,13,18,19,3.0,4.0,3.0,0.0,3.0,5.0,2.0,1.0,6.0,8.0,2.0,6.0,0.97,1.475,1.16,0.72,1.31,1.3325,1.23,1.55,2,1,7.182,7.16,6.93,6.58,6.725,6.16,6.742666666666667,6.639166666666666,6.795333333333334,6.304166666666667,6.545833333333334,6.6975,6.727916666666667,6.577500000000001,6.25875,6.7058333333333335,6.35,6.26
4356,Udinese,Bologna,December 06 2016,Serie A,2016/2017,1,0,1.3,0.6,2016-12-06,16,15,15,16,2.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,7.0,7.0,4.0,4.0,1.0625,0.4725,1.23,0.495,1.5825,1.9625,1.475,2.23,0,0,7.382,6.868,7.053333333333334,6.4,7.07,6.246666666666667,6.698,6.474500000000001,6.6080000000000005,6.644,6.88,6.7875,6.765000000000001,6.713333333333333,6.810833333333334,6.4816666666666665,6.758333333333334,6.366666666666667
4363,Crotone,Pescara,December 10 2016,Serie A,2016/2017,2,1,1.27,1.03,2016-12-10,18,20,6,5,1.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,8.0,11.0,3.0,6.0,0.74,1.5175,0.97,1.05,1.6275,1.9125,1.215,2.395,2,0,7.034000000000001,6.660000000000001,6.6375,6.192,6.195,5.99,6.646999999999999,6.186708333333334,6.751,6.135416666666668,6.453125,6.63125,6.495,6.541500000000001,6.65875,6.2725,6.7775,5.975
4379,Sampdoria,Lazio,December 10 2016,Serie A,2016/2017,1,2,0.52,2.12,2016-12-10,9,5,22,28,8.0,7.0,6.0,4.0,7.0,5.0,5.0,2.0,4.0,4.0,2.0,1.0,1.4275,1.0775,1.745,0.965,1.005,0.7625,0.94,0.705,2,0,6.676,6.87,6.782500000000001,7.5,6.555,7.47,6.916500000000001,6.7735,6.917,7.013999999999999,6.951875000000001,7.231458333333333,7.12,7.53125,7.373749999999999,6.960000000000001,7.755,6.79
4383,Atalanta,Udinese,December 11 2016,Serie A,2016/2017,1,3,2.66,1.04,2016-12-11,6,15,28,18,9.0,4.0,6.0,1.0,8.0,4.0,5.0,2.0,4.0,5.0,1.0,3.0,1.1625,0.8575,1.49,0.895,0.965,1.4375,1.17,1.69,1,0,6.181666666666668,7.568,7.1475,7.313333333333333,6.59,7.496666666666666,7.168333333333333,6.836499999999999,7.019166666666667,6.787999999999999,7.0755,6.954166666666667,7.62375,6.994999999999999,7.075,6.758333333333334,7.665000000000001,6.863333333333333
4384,Bologna,Empoli,December 11 2016,Serie A,2016/2017,0,0,1.36,0.1,2016-12-11,16,17,16,10,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,7.0,11.0,3.0,3.0,0.565,1.505,0.435,1.86,1.86,2.49,1.3450000000000002,2.645,0,2,6.933999999999999,7.252,7.116666666666667,6.515,6.853333333333333,5.92,6.572500000000001,6.593500000000001,6.515000000000001,6.91,6.696666666666666,6.88,7.163333333333334,7.186249999999999,6.5025,7.12125,6.694999999999999,7.3575
4386,Cagliari,Napoli,December 11 2016,Serie A,2016/2017,0,5,0.22,3.82,2016-12-11,14,5,20,28,4.0,8.0,6.0,3.0,4.0,7.0,4.0,3.0,8.0,3.0,2.0,3.0,0.8,1.3724999999999998,1.365,1.335,1.6,0.5975,0.81,0.415,2,0,5.986000000000001,7.141999999999999,5.7075000000000005,8.263333333333334,6.04,8.623333333333335,6.564500000000001,7.1105,6.953,6.63,6.344166666666666,7.341666666666667,7.164999999999999,6.725,6.672083333333333,7.298333333333333,6.9275,7.068333333333333
4391,Inter,Genoa,December 11 2016,Serie A,2016/2017,2,0,0.85,1.01,2016-12-11,10,12,21,20,7.0,5.0,6.0,1.0,9.0,5.0,7.0,1.0,7.0,5.0,2.0,3.0,2.2,1.3975,3.04,0.565,0.8724999999999999,1.2625,0.5349999999999999,1.41,1,1,7.265000000000001,6.703333333333333,9.02,6.565,6.423333333333333,6.163333333333333,6.8205,6.789166666666668,7.131,6.604166666666668,7.1575,6.731249999999999,7.466666666666667,6.645,7.534166666666666,6.722499999999999,8.37,6.293333333333333
4395,Palermo,Chievo,December 11 2016,Serie A,2016/2017,0,2,0.7,1.11,2016-12-11,19,15,6,19,0.0,4.0,0.0,0.0,3.0,3.0,1.0,1.0,8.0,4.0,3.0,4.0,0.8775000000000001,1.06,0.87,0.78,1.265,1.0025,1.28,1.39,1,2,6.459999999999998,7.208,6.495000000000001,7.3475,6.2,7.41,6.598,6.783666666666667,6.766166666666666,6.69,6.562958333333333,6.786458333333334,6.419166666666667,6.3637500000000005,6.888333333333333,6.33625,6.806666666666667,6.1675
4401,Torino,Juventus,December 11 2016,Serie A,2016/2017,1,3,0.41,2.43,2016-12-11,7,1,25,36,9.0,9.0,6.0,3.0,9.0,9.0,7.0,3.0,4.0,5.0,2.0,4.0,1.41,1.565,1.95,1.75,0.9225,1.3750000000000002,0.685,2.125,0,0,6.404000000000001,6.68,6.266666666666667,6.656666666666666,6.866666666666666,7.496666666666667,7.0725,6.837416666666668,6.938000000000001,6.422500000000001,7.103333333333333,7.412083333333333,7.505,7.141666666666667,7.775,7.494583333333333,8.311666666666666,6.866666666666666
4402,Fiorentina,Sassuolo,December 12 2016,Serie A,2016/2017,2,1,1.71,1.22,2016-12-12,9,14,23,20,7.0,4.0,4.0,1.0,9.0,6.0,3.0,3.0,6.0,7.0,2.0,4.0,2.045,1.365,1.735,0.835,1.3875,1.5725,0.6000000000000001,1.89,0,0,6.667999999999999,6.7700000000000005,7.13,6.3566666666666665,7.713333333333334,6.739999999999999,6.795583333333333,6.973625,6.719166666666667,6.756,7.440666666666667,7.037333333333334,7.128,7.023333333333333,7.11375,6.909166666666668,6.8125,6.861666666666667
4406,Roma,AC Milan,December 13 2016,Serie A,2016/2017,1,0,0.55,1.05,2016-12-13,2,3,32,32,9.0,10.0,6.0,6.0,9.0,10.0,6.0,6.0,4.0,5.0,2.0,2.0,2.2575000000000003,1.0125000000000002,3.245,0.91,1.0625,1.235,0.995,1.285,0,0,7.773999999999999,6.5120000000000005,7.260000000000001,6.3933333333333335,7.036666666666666,6.18,7.059,6.972,7.113,7.029999999999999,7.177,6.815,7.23,6.625,7.884166666666666,7.6375,8.78,8.086666666666666
4411,Genoa,Fiorentina,December 15 2016,Serie A,2016/2017,1,0,1.08,0.51,2016-12-15,13,7,20,26,4.0,9.0,4.0,3.0,4.0,10.0,4.0,6.0,6.0,6.0,2.0,4.0,1.32,2.08,2.23,2.355,1.2575,1.4925000000000002,1.115,2.175,1,0,7.396666666666666,6.544,6.885,6.626666666666666,6.72,6.426666666666667,6.737500000000001,6.824249999999999,6.974166666666666,6.872,6.66,7.435666666666667,6.8175,7.753333333333334,6.578333333333333,7.492083333333333,7.151666666666666,7.414999999999999
4419,AC Milan,Atalanta,December 17 2016,Serie A,2016/2017,0,0,0.49,0.6,2016-12-17,3,6,32,28,7.0,6.0,4.0,3.0,8.0,6.0,4.0,3.0,5.0,7.0,3.0,3.0,1.015,1.5025,1.115,0.835,1.1125,0.965,1.185,0.64,0,3,7.439999999999999,7.1850000000000005,6.8933333333333335,7.252,6.75,6.975,6.823499999999999,6.695,6.914,6.805,6.727500000000001,6.991125,7.005000000000001,6.811,7.393333333333333,6.9375,7.188333333333333,7.105
4423,Empoli,Cagliari,December 17 2016,Serie A,2016/2017,2,0,0.78,1.43,2016-12-17,17,15,11,20,1.0,4.0,0.0,1.0,1.0,3.0,1.0,1.0,11.0,8.0,8.0,2.0,0.9025,0.7374999999999999,1.15,0.3349999999999999,2.1950000000000003,1.845,2.335,1.3199999999999998,2,2,7.033999999999999,6.587999999999999,7.36,6.15,8.0,6.08,6.4055,6.5825000000000005,6.277,6.695,6.49875,6.406875,6.57375,6.516249999999999,6.387499999999999,6.578749999999999,6.885,6.605
4426,Juventus,Roma,December 17 2016,Serie A,2016/2017,1,0,0.83,0.51,2016-12-17,1,2,39,35,9.0,9.0,6.0,3.0,10.0,7.0,6.0,3.0,5.0,4.0,1.0,2.0,1.6375000000000002,1.5325,1.38,1.27,1.2000000000000002,1.1275,0.625,1.13,2,0,7.246,6.764,6.9475,6.896666666666666,7.55,6.306666666666668,6.854916666666667,7.182,7.252333333333334,7.005000000000001,7.219583333333333,7.141166666666667,7.682499999999999,7.124,7.570416666666667,7.399999999999999,8.1225,6.988333333333333
4447,Chievo,Sampdoria,December 18 2016,Serie A,2016/2017,2,1,2.63,0.8,2016-12-18,11,12,22,22,7.0,7.0,4.0,2.0,4.0,7.0,1.0,2.0,2.0,5.0,0.0,2.0,1.06,1.3575,1.115,1.11,0.6425,1.1425,0.405,1.07,2,2,7.386000000000001,6.392,7.46,6.427499999999999,8.065,6.425,7.0265,6.865,7.267999999999999,6.916,7.015000000000001,6.8881250000000005,6.97625,6.78375,6.54625,7.26,6.4275,6.9925
4450,Genoa,Palermo,December 18 2016,Serie A,2016/2017,3,4,1.5,1.85,2016-12-18,11,19,23,6,7.0,0.0,6.0,0.0,4.0,2.0,4.0,2.0,3.0,8.0,1.0,5.0,1.4300000000000002,0.7925,2.1100000000000003,0.885,0.935,1.2824999999999998,0.935,1.25,1,1,6.3566666666666665,7.255,6.96,6.9725,7.943333333333332,7.43,7.074583333333333,6.549499999999999,7.217499999999999,6.429833333333333,6.70375,6.610875000000001,6.835,6.70675,6.651666666666666,6.7475000000000005,7.141666666666667,6.970000000000001
4451,Lazio,Fiorentina,December 18 2016,Serie A,2016/2017,3,1,1.84,1.56,2016-12-18,5,7,31,26,9.0,6.0,3.0,0.0,6.0,6.0,3.0,2.0,4.0,7.0,3.0,5.0,1.505,1.235,1.19,0.665,0.715,1.5699999999999998,0.8200000000000001,2.33,3,1,7.461666666666666,6.203333333333333,7.386666666666667,6.6425,7.715,5.93,6.7285,6.50325,6.533,6.23,7.370833333333333,7.019833333333334,6.931666666666667,6.921666666666667,7.1675,7.041250000000001,7.130000000000001,6.513333333333334
4456,Napoli,Torino,December 18 2016,Serie A,2016/2017,5,3,3.96,2.45,2016-12-18,5,8,31,25,10.0,6.0,4.0,3.0,11.0,5.0,4.0,2.0,2.0,6.0,1.0,2.0,2.15,0.8025,1.505,0.87,0.55,1.4125,0.8200000000000001,1.16,0,0,6.548,6.362,7.206666666666666,6.156666666666666,8.556666666666667,7.033333333333334,7.172499999999999,6.9695,7.274,7.207,7.567500000000001,6.711666666666666,7.66,6.701666666666666,7.766666666666667,7.2475,7.564999999999999,7.238333333333333
4458,Pescara,Bologna,December 18 2016,Serie A,2016/2017,0,3,0.26,3.15,2016-12-18,20,16,5,17,1.0,4.0,1.0,0.0,4.0,3.0,1.0,0.0,9.0,4.0,5.0,4.0,1.14,0.7075,1.985,0.6950000000000001,1.6025,1.0225,1.43,2.375,0,0,6.1,7.372,6.22,7.966666666666666,5.86,7.166666666666667,6.369708333333334,6.708,6.238,6.630000000000001,6.52975,6.960833333333333,6.721,6.23,6.275,6.6225,6.57,6.3100000000000005
4459,Sassuolo,Inter,December 18 2016,Serie A,2016/2017,0,1,0.57,2.31,2016-12-18,14,10,20,24,4.0,7.0,3.0,1.0,7.0,8.0,3.0,2.0,6.0,7.0,3.0,5.0,1.41,1.7875,1.895,1.36,1.675,1.0625,1.255,1.21,0,0,7.275999999999999,7.25,6.84,7.036666666666666,6.37,7.239999999999999,7.008000000000001,6.78125,7.19125,6.51,7.015,7.491666666666666,7.051333333333334,6.848333333333333,7.056666666666668,7.0925,6.956666666666667,6.698333333333333
4461,Udinese,Crotone,December 18 2016,Serie A,2016/2017,2,0,2.2,1.0,2016-12-18,13,18,21,9,6.0,4.0,3.0,0.0,6.0,4.0,2.0,1.0,5.0,6.0,2.0,5.0,0.8999999999999999,0.995,0.8200000000000001,0.51,1.7725,1.26,1.185,2.04,0,2,7.806,6.39,7.433333333333333,6.3075,7.82,6.39,6.963999999999999,6.851000000000001,6.885,6.543000000000001,7.1125,6.510000000000001,6.913333333333334,6.41125,6.9383333333333335,6.63875,6.653333333333334,6.54
4463,Atalanta,Empoli,December 20 2016,Serie A,2016/2017,2,1,3.38,0.11,2016-12-20,6,17,29,14,4.0,4.0,3.0,1.0,4.0,3.0,3.0,0.0,6.0,7.0,4.0,3.0,1.2325000000000002,0.905,2.17,0.655,0.7025,1.58,1.29,2.055,3,2,6.7075000000000005,7.033999999999999,7.112,6.717499999999999,8.175,7.03,6.744166666666667,6.523,6.585000000000001,6.534,7.005375,6.808125,7.171250000000001,6.42375,6.94375,6.6275,6.77,5.89
4476,Inter,Lazio,December 21 2016,Serie A,2016/2017,3,0,1.03,0.56,2016-12-21,7,4,27,34,9.0,9.0,6.0,6.0,7.0,6.0,6.0,3.0,5.0,4.0,2.0,1.0,1.965,1.515,2.215,1.82,1.0425,0.945,0.915,0.61,0,0,7.742,6.074,8.33,6.436666666666667,8.26,6.97,6.96725,6.817916666666667,7.0525,6.924,7.417499999999999,7.3925,8.135,7.81,7.077499999999999,7.135416666666667,7.486666666666666,7.205
4485,Cagliari,Sassuolo,December 22 2016,Serie A,2016/2017,4,3,2.18,1.43,2016-12-22,16,14,20,20,4.0,4.0,3.0,1.0,3.0,5.0,2.0,2.0,9.0,4.0,6.0,3.0,1.015,1.265,1.14,0.87,1.7374999999999998,1.6175,2.37,1.475,2,0,6.322,6.566,6.9025,6.830000000000001,8.6,7.233333333333333,6.598,7.205999999999999,6.470000000000001,6.899000000000001,6.314375,6.9025,6.297499999999999,6.556666666666667,6.498749999999999,6.771666666666667,6.5525,6.476666666666667
4486,Fiorentina,Napoli,December 22 2016,Serie A,2016/2017,3,3,0.85,2.01,2016-12-22,8,3,26,34,6.0,10.0,6.0,6.0,5.0,14.0,4.0,7.0,6.0,4.0,2.0,1.0,1.42,2.6975,1.805,2.795,1.135,1.0775,0.81,0.28,0,0,6.103999999999999,6.388,6.476666666666667,6.760000000000001,7.396666666666667,7.566666666666666,6.575083333333334,7.0595,6.7765,7.071,6.876291666666667,7.697500000000001,7.118,7.475,6.87375,8.0775,7.569166666666667,7.968333333333334
4487,Palermo,Pescara,December 22 2016,Serie A,2016/2017,1,1,0.48,1.17,2016-12-22,19,20,9,5,3.0,1.0,0.0,0.0,5.0,4.0,0.0,3.0,8.0,9.0,3.0,5.0,0.9125,0.98,0.7,1.115,1.5074999999999998,1.9525,1.315,2.155,1,3,6.63,6.6375,7.0525,6.442,6.29,7.245,6.81375,6.429083333333334,6.669166666666666,6.534166666666668,6.7250000000000005,6.49775,6.515000000000001,6.4635,6.795,6.265000000000001,6.525,6.02
4488,Roma,Chievo,December 22 2016,Serie A,2016/2017,3,1,3.16,0.79,2016-12-22,3,10,35,25,9.0,7.0,6.0,3.0,6.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,1.275,1.415,1.795,1.005,0.915,0.7625,1.125,0.88,1,2,7.648333333333333,6.959999999999999,6.904999999999999,6.5625,7.88,6.32,7.164000000000001,7.0345,7.359,6.785,7.172833333333334,7.124375000000001,7.158333333333334,7.053750000000001,7.1925,7.029999999999999,7.811666666666666,6.665
4489,Sampdoria,Udinese,December 22 2016,Serie A,2016/2017,0,0,0.82,0.49,2016-12-22,14,11,22,24,4.0,9.0,3.0,3.0,5.0,7.0,3.0,4.0,5.0,3.0,2.0,3.0,0.9225,1.365,0.735,0.98,1.5125000000000002,1.58,1.425,2.3600000000000003,2,0,7.13,7.721999999999999,6.6025,6.663333333333334,6.779999999999999,6.409999999999999,6.854500000000001,7.3185,7.038,7.042999999999999,6.804375,7.2775,7.13,7.311666666666666,6.6425,7.334166666666666,6.585,7.223333333333333
