A_team,B_team,A_score,B_score,A_standings,B_standings,season,target,total_goals,match_id,delta_score,delta_standings
Torino,Chievo,0,1,2,7,2015/2016,0,1,420,-1,-5
Bologna,Fiorentina,0,2,17,4,2015/2016,0,2,421,-2,13
Verona,Inter,0,1,16,2,2015/2016,0,1,422,-1,14
Frosinone,Juventus,1,1,20,13,2015/2016,0,2,423,0,7
Genoa,Lazio,0,2,15,11,2015/2016,0,2,424,-2,4
Sassuolo,Palermo,1,0,8,10,2015/2016,0,1,425,1,-2
Roma,Sampdoria,1,2,8,9,2015/2016,0,3,426,-1,-1
Atalanta,Empoli,1,0,12,14,2015/2016,0,1,427,1,-2
Juventus,Napoli,1,2,13,12,2015/2016,0,3,428,-1,1
Carpi,Roma,1,5,19,11,2015/2016,0,6,429,-4,8
Udinese,Bologna,2,1,17,18,2015/2016,0,3,430,1,-1
AC Milan,Genoa,0,1,9,17,2015/2016,0,1,431,-1,-8
Fiorentina,Inter,4,1,2,1,2015/2016,0,5,432,3,1
Chievo,Sassuolo,1,1,5,4,2015/2016,0,2,433,0,1
Palermo,Torino,1,2,12,7,2015/2016,0,3,434,-1,5
Lazio,Verona,2,1,10,17,2015/2016,0,3,435,1,-7
Sampdoria,Atalanta,1,2,8,11,2015/2016,0,3,436,-1,-3
Empoli,Frosinone,0,2,16,20,2015/2016,0,2,437,-2,-4
Torino,Carpi,1,2,3,20,2015/2016,0,3,438,-1,-17
Verona,Chievo,1,1,19,6,2015/2016,0,2,439,0,13
Napoli,AC Milan,4,0,10,11,2015/2016,0,4,440,4,-1
Sassuolo,Empoli,0,1,6,19,2015/2016,0,1,441,-1,-13
Atalanta,Fiorentina,0,3,9,1,2015/2016,0,3,442,-3,8
Bologna,Juventus,1,3,20,16,2015/2016,0,4,443,-2,4
Frosinone,Lazio,0,2,18,7,2015/2016,0,2,444,-2,11
Roma,Palermo,4,2,8,13,2015/2016,0,6,445,2,-5
Inter,Sampdoria,1,1,2,10,2015/2016,0,2,446,0,-8
Genoa,Udinese,1,1,15,16,2015/2016,0,2,447,0,-1
Empoli,Roma,1,3,16,4,2015/2016,0,4,448,-2,12
AC Milan,Torino,1,1,11,5,2015/2016,0,2,449,0,6
Carpi,Atalanta,0,3,17,10,2015/2016,0,3,450,-3,7
Palermo,Bologna,1,0,14,20,2015/2016,0,1,451,1,-6
Sampdoria,Frosinone,0,2,10,19,2015/2016,0,2,452,-2,-9
Chievo,Genoa,2,3,8,14,2015/2016,0,5,453,-1,-6
Juventus,Inter,0,0,14,3,2015/2016,0,0,454,0,11
Fiorentina,Napoli,1,2,1,7,2015/2016,0,3,455,-1,-6
Lazio,Sassuolo,1,2,5,9,2015/2016,0,3,456,-1,-4
Udinese,Verona,1,1,15,19,2015/2016,0,2,457,0,-4
Bologna,Carpi,2,1,20,19,2015/2016,0,3,458,1,1
Genoa,Empoli,0,2,11,17,2015/2016,0,2,459,-2,-6
Inter,Palermo,1,1,3,11,2015/2016,0,2,460,0,-8
Sassuolo,AC Milan,1,2,5,14,2015/2016,0,3,461,-1,-9
Napoli,Chievo,1,0,4,10,2015/2016,0,1,462,1,-6
Roma,Fiorentina,2,1,4,2,2015/2016,0,3,463,1,2
Atalanta,Juventus,0,2,8,15,2015/2016,0,2,464,-2,-7
Torino,Lazio,0,3,7,6,2015/2016,0,3,465,-3,1
Verona,Sampdoria,1,4,19,12,2015/2016,0,5,466,-3,7
Frosinone,Udinese,0,1,17,16,2015/2016,0,1,467,-1,1
Inter,Bologna,1,0,4,18,2015/2016,0,1,468,1,-14
Chievo,AC Milan,0,1,11,10,2015/2016,0,1,469,-1,1
Lazio,Atalanta,1,2,5,9,2015/2016,0,3,470,-1,-4
Carpi,Frosinone,1,2,20,17,2015/2016,0,3,471,-1,3
Palermo,Napoli,0,2,13,3,2015/2016,0,2,472,-2,10
Udinese,Roma,1,3,13,3,2015/2016,0,4,473,-2,10
Juventus,Sassuolo,0,1,12,8,2015/2016,0,1,474,-1,4
Genoa,Torino,3,3,17,10,2015/2016,0,6,475,0,7
Fiorentina,Verona,2,0,4,19,2015/2016,0,2,476,2,-15
Empoli,Sampdoria,1,1,16,10,2015/2016,0,2,477,0,6
Roma,Inter,0,1,1,4,2015/2016,0,1,478,-1,-3
Torino,Juventus,1,2,10,12,2015/2016,0,3,479,-1,-2
Atalanta,Bologna,0,3,7,18,2015/2016,0,3,480,-3,-11
Verona,Carpi,0,0,19,20,2015/2016,0,0,481,0,-1
Frosinone,Fiorentina,1,4,17,4,2015/2016,0,5,482,-3,13
Napoli,Genoa,0,0,4,14,2015/2016,0,0,483,0,-10
AC Milan,Lazio,3,1,8,6,2015/2016,0,4,484,2,2
Sassuolo,Udinese,0,0,6,16,2015/2016,0,0,485,0,-10
Sampdoria,Chievo,1,1,9,12,2015/2016,0,2,486,0,-3
Empoli,Palermo,1,0,15,16,2015/2016,0,1,487,1,-1
Atalanta,AC Milan,0,0,8,6,2015/2016,0,0,488,0,2
Bologna,Verona,2,0,18,19,2015/2016,0,2,489,2,-1
Juventus,Empoli,3,1,10,12,2015/2016,0,4,490,2,-2
Genoa,Frosinone,2,2,15,18,2015/2016,0,4,491,0,-3
Udinese,Napoli,0,1,16,4,2015/2016,0,1,492,-1,12
Chievo,Palermo,0,1,13,17,2015/2016,0,1,493,-1,-4
Lazio,Roma,0,2,9,4,2015/2016,0,2,494,-2,5
Fiorentina,Sampdoria,2,0,3,10,2015/2016,0,2,495,2,-7
Carpi,Sassuolo,0,1,20,6,2015/2016,0,1,496,-1,14
Inter,Torino,1,0,4,11,2015/2016,0,1,497,1,-7
Roma,Bologna,2,2,3,16,2015/2016,0,4,498,0,-13
AC Milan,Juventus,0,1,6,7,2015/2016,0,1,499,-1,-1
Torino,Atalanta,1,0,11,8,2015/2016,0,1,500,1,3
Chievo,Carpi,2,1,14,20,2015/2016,0,3,501,1,-6
Empoli,Fiorentina,2,2,14,1,2015/2016,0,4,502,0,13
Sassuolo,Genoa,1,2,5,16,2015/2016,0,3,503,-1,-11
Frosinone,Inter,0,4,18,3,2015/2016,0,4,504,-4,15
Palermo,Lazio,1,1,15,10,2015/2016,0,2,505,0,5
Sampdoria,Udinese,0,1,12,17,2015/2016,0,1,506,-1,-5
Napoli,Verona,2,0,4,19,2015/2016,0,2,507,2,-15
Sampdoria,AC Milan,1,4,12,7,2015/2016,0,5,508,-3,5
Bologna,Torino,0,2,17,9,2015/2016,0,2,509,-2,8
Udinese,Chievo,3,2,15,11,2015/2016,0,5,510,1,4
Lazio,Empoli,0,1,9,16,2015/2016,0,1,511,-1,-7
Verona,Frosinone,2,3,19,18,2015/2016,0,5,512,-1,1
Carpi,Genoa,2,1,20,15,2015/2016,0,3,513,1,5
Juventus,Palermo,3,0,7,16,2015/2016,0,3,514,3,-9
Atalanta,Roma,2,0,10,4,2015/2016,0,2,515,2,6
Fiorentina,Sassuolo,1,1,3,7,2015/2016,0,2,516,0,-4
Inter,Napoli,1,2,1,3,2015/2016,0,3,517,-1,-2
Juventus,Lazio,2,0,5,10,2015/2016,0,2,518,2,-5
Genoa,Inter,0,1,15,2,2015/2016,0,1,519,-1,13
Roma,Torino,1,1,4,8,2015/2016,0,2,520,0,-4
Palermo,Atalanta,0,3,16,9,2015/2016,0,3,521,-3,7
Napoli,Bologna,2,3,2,18,2015/2016,0,5,522,-1,-16
AC Milan,Carpi,0,0,8,19,2015/2016,0,0,523,0,-11
Udinese,Fiorentina,0,3,11,3,2015/2016,0,3,524,-3,8
Chievo,Frosinone,2,0,13,18,2015/2016,0,2,525,2,-5
Sassuolo,Sampdoria,3,1,8,14,2015/2016,0,4,526,2,-6
Empoli,Verona,1,0,12,20,2015/2016,0,1,527,1,-8
Bologna,Genoa,1,0,15,16,2015/2016,0,1,528,1,-1
Frosinone,Palermo,1,4,18,17,2015/2016,0,5,529,-3,1
Inter,Udinese,4,0,1,14,2015/2016,0,4,530,4,-13
Verona,AC Milan,1,1,20,8,2015/2016,0,2,531,0,12
Atalanta,Chievo,0,1,8,11,2015/2016,0,1,532,-1,-3
Carpi,Empoli,0,3,19,11,2015/2016,0,3,533,-3,8
Fiorentina,Juventus,1,3,2,5,2015/2016,0,4,534,-2,-3
Roma,Napoli,0,0,5,3,2015/2016,0,0,535,0,2
Sampdoria,Lazio,1,1,16,13,2015/2016,0,2,536,0,3
Empoli,Bologna,3,2,9,13,2015/2016,0,5,537,1,-4
Napoli,Atalanta,3,1,3,9,2015/2016,0,4,538,2,-6
Juventus,Carpi,3,2,4,19,2015/2016,0,5,539,1,-15
Chievo,Fiorentina,0,2,10,4,2015/2016,0,2,540,-2,6
AC Milan,Frosinone,4,2,8,18,2015/2016,0,6,541,2,-10
Lazio,Inter,2,1,12,1,2015/2016,0,3,542,1,11
Genoa,Roma,0,2,17,5,2015/2016,0,2,543,-2,12
Palermo,Sampdoria,0,2,14,16,2015/2016,0,2,544,-2,-2
Udinese,Torino,1,0,16,12,2015/2016,0,1,545,1,4
Sassuolo,Verona,1,1,8,20,2015/2016,0,2,546,0,-12
Sampdoria,Genoa,3,2,14,17,2015/2016,0,5,547,1,-3
Bologna,AC Milan,1,0,15,6,2015/2016,0,1,548,1,9
Roma,Chievo,3,3,5,12,2015/2016,0,6,549,0,-7
Inter,Empoli,1,0,1,8,2015/2016,0,1,550,1,-7
Verona,Juventus,0,3,20,4,2015/2016,0,3,551,-3,16
Carpi,Lazio,0,0,19,12,2015/2016,0,0,552,0,7
Torino,Napoli,1,2,13,4,2015/2016,0,3,553,-1,9
Fiorentina,Palermo,3,1,4,16,2015/2016,0,4,554,2,-12
Frosinone,Sassuolo,2,2,18,7,2015/2016,0,4,555,0,11
Atalanta,Udinese,1,2,9,15,2015/2016,0,3,556,-1,-6
Udinese,Carpi,1,2,11,19,2015/2016,0,3,557,-1,-8
Lazio,Fiorentina,3,1,10,2,2015/2016,0,4,558,2,8
AC Milan,Roma,1,1,7,5,2015/2016,0,2,559,0,2
Genoa,Atalanta,2,0,17,10,2015/2016,0,2,560,2,7
Chievo,Bologna,1,0,12,15,2015/2016,0,1,561,1,-3
Napoli,Frosinone,5,1,2,18,2015/2016,0,6,562,4,-16
Sassuolo,Inter,1,0,7,2,2015/2016,0,1,563,1,5
Juventus,Sampdoria,2,1,4,13,2015/2016,0,3,564,1,-9
Empoli,Torino,1,0,8,14,2015/2016,0,1,565,1,-6
Palermo,Verona,1,0,17,20,2015/2016,0,1,566,1,-3
Inter,Atalanta,1,1,3,11,2015/2016,0,2,567,0,-8
Sassuolo,Napoli,1,3,6,1,2015/2016,0,4,568,-2,5
Frosinone,Torino,2,4,18,14,2015/2016,0,6,569,-2,4
Fiorentina,AC Milan,0,2,4,8,2015/2016,0,2,570,-2,-4
Lazio,Bologna,2,2,9,15,2015/2016,0,4,571,0,-6
Sampdoria,Carpi,1,2,14,19,2015/2016,0,3,572,-1,-5
Empoli,Chievo,1,1,8,10,2015/2016,0,2,573,0,-2
Palermo,Genoa,0,4,16,17,2015/2016,0,4,574,-4,-1
Verona,Roma,1,1,20,5,2015/2016,0,2,575,0,15
Juventus,Udinese,4,0,3,13,2015/2016,0,4,576,4,-10
Torino,Sassuolo,1,1,11,7,2015/2016,0,2,577,0,4
AC Milan,Empoli,2,2,6,8,2015/2016,0,4,578,0,-2
Atalanta,Frosinone,0,0,12,19,2015/2016,0,0,579,0,-7
Torino,Fiorentina,0,2,11,4,2015/2016,0,2,580,-2,7
Carpi,Inter,1,1,18,4,2015/2016,0,2,581,0,14
Roma,Juventus,0,1,5,2,2015/2016,0,1,582,-1,3
Chievo,Lazio,1,4,10,9,2015/2016,0,5,583,-3,1
Udinese,Palermo,1,4,13,17,2015/2016,0,5,584,-3,-4
Napoli,Sampdoria,4,2,2,15,2015/2016,0,6,585,2,-13
Bologna,Sassuolo,2,0,15,7,2015/2016,0,2,586,2,8
Genoa,Verona,1,1,17,20,2015/2016,0,2,587,0,-3
Sassuolo,Atalanta,1,1,7,12,2015/2016,0,2,588,0,-5
Palermo,Carpi,1,1,14,18,2015/2016,0,2,589,0,-4
Frosinone,Roma,1,3,19,5,2015/2016,0,4,590,-2,14
Inter,AC Milan,0,3,4,6,2015/2016,0,3,591,-3,-2
Sampdoria,Bologna,2,3,17,13,2015/2016,0,5,592,-1,4
Juventus,Chievo,4,0,2,11,2015/2016,0,4,593,4,-9
Fiorentina,Genoa,0,0,3,16,2015/2016,0,0,594,0,-13
Empoli,Napoli,1,5,8,2,2015/2016,0,6,595,-4,6
Verona,Torino,0,0,20,13,2015/2016,0,0,596,0,7
Lazio,Udinese,0,0,9,16,2015/2016,0,0,597,0,-7
Roma,Sassuolo,2,0,5,7,2015/2016,0,2,598,2,-2
Udinese,Empoli,1,1,15,9,2015/2016,0,2,599,0,6
Carpi,Fiorentina,1,2,18,3,2015/2016,0,3,600,-1,15
Bologna,Frosinone,0,1,10,19,2015/2016,0,1,601,-1,-9
Chievo,Inter,0,1,13,5,2015/2016,0,1,602,-1,8
Genoa,Juventus,0,1,16,2,2015/2016,0,1,603,-1,14
Napoli,Lazio,2,0,2,9,2015/2016,0,2,604,2,-7
AC Milan,Palermo,2,0,6,15,2015/2016,0,2,605,2,-9
Torino,Sampdoria,2,2,11,17,2015/2016,0,4,606,0,-6
Atalanta,Verona,1,2,12,20,2015/2016,0,3,607,-1,-8
Fiorentina,Bologna,1,1,3,10,2015/2016,0,2,608,0,-7
Lazio,Genoa,0,0,9,16,2015/2016,0,0,609,0,-7
Udinese,AC Milan,1,1,14,6,2015/2016,0,2,610,0,8
Empoli,Atalanta,0,0,8,12,2015/2016,0,0,611,0,-4
Juventus,Frosinone,2,0,2,19,2015/2016,0,2,612,2,-17
Carpi,Napoli,0,1,18,2,2015/2016,0,1,613,-1,16
Sampdoria,Roma,1,2,17,5,2015/2016,0,3,614,-1,12
Palermo,Sassuolo,2,2,16,8,2015/2016,0,4,615,0,8
Chievo,Torino,2,1,13,11,2015/2016,0,3,616,1,2
Inter,Verona,3,3,5,20,2015/2016,0,6,617,0,-15
Verona,Lazio,2,5,20,9,2015/2016,0,7,618,-3,11
Roma,Carpi,3,1,5,18,2015/2016,0,4,619,2,-13
Sassuolo,Chievo,1,1,8,11,2015/2016,0,2,620,0,-3
Frosinone,Empoli,2,1,19,9,2015/2016,0,3,621,1,10
Napoli,Juventus,0,1,1,2,2015/2016,0,1,622,-1,-1
Genoa,AC Milan,1,2,16,6,2015/2016,0,3,623,-1,10
Inter,Fiorentina,1,2,5,4,2015/2016,0,3,624,-1,1
Torino,Palermo,3,1,12,15,2015/2016,0,4,625,2,-3
Atalanta,Sampdoria,0,0,13,17,2015/2016,0,0,626,0,-4
Bologna,Udinese,1,0,12,14,2015/2016,0,1,627,1,-2
Juventus,Bologna,0,0,1,10,2015/2016,0,0,628,0,-9
Sampdoria,Inter,1,3,17,5,2015/2016,0,4,629,-2,12
Chievo,Verona,1,3,12,20,2015/2016,0,4,630,-2,-8
Fiorentina,Atalanta,3,2,3,13,2015/2016,0,5,631,1,-10
Lazio,Frosinone,0,0,7,18,2015/2016,0,0,632,0,-11
Udinese,Genoa,1,2,14,16,2015/2016,0,3,633,-1,-2
Palermo,Roma,0,5,16,5,2015/2016,0,5,634,-5,11
Empoli,Sassuolo,2,3,10,8,2015/2016,0,5,635,-1,2
Carpi,Torino,0,0,19,11,2015/2016,0,0,636,0,8
AC Milan,Napoli,1,1,6,2,2015/2016,0,2,637,0,4
Torino,AC Milan,0,1,11,6,2015/2016,0,1,638,-1,5
Roma,Empoli,3,1,4,10,2015/2016,0,4,639,2,-6
Atalanta,Carpi,1,1,13,19,2015/2016,0,2,640,0,-6
Genoa,Chievo,0,1,14,12,2015/2016,0,1,641,-1,2
Inter,Juventus,0,2,5,1,2015/2016,0,2,642,-2,4
Bologna,Palermo,0,0,9,16,2015/2016,0,0,643,0,-7
Frosinone,Sampdoria,0,2,18,17,2015/2016,0,2,644,-2,1
Verona,Udinese,0,2,20,16,2015/2016,0,2,645,-2,4
Sassuolo,Lazio,2,0,7,8,2015/2016,0,2,646,2,-1
Napoli,Fiorentina,1,1,2,4,2015/2016,0,2,647,0,-2
Fiorentina,Roma,1,4,4,3,2015/2016,0,5,648,-3,1
Chievo,Napoli,1,3,10,2,2015/2016,0,4,649,-2,8
Sampdoria,Verona,3,0,16,20,2015/2016,0,3,650,3,-4
Juventus,Atalanta,2,0,2,14,2015/2016,0,2,651,2,-12
Carpi,Bologna,0,0,19,9,2015/2016,0,0,652,0,10
Udinese,Frosinone,0,2,15,18,2015/2016,0,2,653,-2,-3
Empoli,Genoa,0,1,11,16,2015/2016,0,1,654,-1,-5
Palermo,Inter,1,3,17,5,2015/2016,0,4,655,-2,12
AC Milan,Sassuolo,0,2,6,7,2015/2016,0,2,656,-2,-1
Lazio,Torino,1,1,8,12,2015/2016,0,2,657,0,-4
Sassuolo,Juventus,0,1,7,1,2015/2016,0,1,658,-1,6
Sampdoria,Empoli,1,1,14,11,2015/2016,0,2,659,0,3
Bologna,Inter,1,2,9,5,2015/2016,0,3,660,-1,4
Frosinone,Carpi,1,2,18,19,2015/2016,0,3,661,-1,-1
AC Milan,Chievo,0,0,6,11,2015/2016,0,0,662,0,-5
Verona,Fiorentina,1,1,20,5,2015/2016,0,2,663,0,15
Torino,Genoa,2,3,12,14,2015/2016,0,5,664,-1,-2
Atalanta,Lazio,0,2,15,8,2015/2016,0,2,665,-2,7
Napoli,Palermo,1,0,2,17,2015/2016,0,1,666,1,-15
Roma,Udinese,2,1,3,16,2015/2016,0,3,667,1,-13
Palermo,Empoli,0,0,17,11,2015/2016,0,0,668,0,6
Inter,Roma,1,1,5,3,2015/2016,0,2,669,0,2
Lazio,AC Milan,1,1,8,6,2015/2016,0,2,670,0,2
Bologna,Atalanta,0,2,9,15,2015/2016,0,2,671,-2,-6
Fiorentina,Frosinone,0,0,5,18,2015/2016,0,0,672,0,-13
Genoa,Napoli,1,3,12,2,2015/2016,0,4,673,-2,10
Chievo,Sampdoria,1,0,11,15,2015/2016,0,1,674,1,-4
Udinese,Sassuolo,1,1,16,7,2015/2016,0,2,675,0,9
Juventus,Torino,4,1,2,13,2015/2016,0,5,676,3,-11
Carpi,Verona,2,1,19,20,2015/2016,0,3,677,1,-1
Sassuolo,Carpi,3,1,7,17,2015/2016,0,4,678,2,-10
Empoli,Juventus,0,1,11,1,2015/2016,0,1,679,-1,10
AC Milan,Atalanta,1,2,6,14,2015/2016,0,3,680,-1,-8
Palermo,Chievo,1,3,18,9,2015/2016,0,4,681,-2,9
Sampdoria,Fiorentina,1,1,15,4,2015/2016,0,2,682,0,11
Frosinone,Genoa,0,4,19,13,2015/2016,0,4,683,-4,6
Torino,Inter,2,1,15,5,2015/2016,0,3,684,1,10
Roma,Lazio,4,1,3,8,2015/2016,0,5,685,3,-5
Napoli,Udinese,1,3,2,16,2015/2016,0,4,686,-2,-14
Verona,Bologna,1,0,20,12,2015/2016,0,1,687,1,8
Juventus,AC Milan,2,1,1,6,2015/2016,0,3,688,1,-5
Carpi,Chievo,0,1,17,9,2015/2016,0,1,689,-1,8
Inter,Frosinone,1,0,5,19,2015/2016,0,1,690,1,-14
Genoa,Sassuolo,1,0,10,7,2015/2016,0,1,691,1,3
Fiorentina,Empoli,0,2,5,14,2015/2016,0,2,692,-2,-9
Verona,Napoli,0,3,20,2,2015/2016,0,3,693,-3,18
Lazio,Palermo,3,0,9,18,2015/2016,0,3,694,3,-9
Udinese,Sampdoria,0,2,15,16,2015/2016,0,2,695,-2,-1
Atalanta,Torino,1,2,14,13,2015/2016,0,3,696,-1,1
Bologna,Roma,1,1,14,3,2015/2016,0,2,697,0,11
Torino,Bologna,1,0,11,13,2015/2016,0,1,698,1,-2
Genoa,Carpi,1,4,11,17,2015/2016,0,5,699,-3,-6
Napoli,Inter,0,2,2,4,2015/2016,0,2,700,-2,-2
Roma,Atalanta,3,3,3,15,2015/2016,0,6,701,0,-12
Sassuolo,Fiorentina,1,3,7,5,2015/2016,0,4,702,-2,2
Palermo,Juventus,0,4,18,1,2015/2016,0,4,703,-4,17
Empoli,Lazio,0,2,12,8,2015/2016,0,2,704,-2,4
AC Milan,Sampdoria,1,0,6,15,2015/2016,0,1,705,1,-9
Chievo,Udinese,0,0,9,16,2015/2016,0,0,706,0,-7
Frosinone,Verona,2,1,19,20,2015/2016,0,3,707,1,-1
Bologna,Napoli,0,6,14,2,2015/2016,0,6,708,-6,12
Frosinone,Chievo,1,5,18,9,2015/2016,0,6,709,-4,9
Verona,Empoli,0,1,20,12,2015/2016,0,1,710,-1,8
Inter,Genoa,0,1,4,12,2015/2016,0,1,711,-1,-8
Lazio,Juventus,0,3,9,1,2015/2016,0,3,712,-3,8
Atalanta,Palermo,2,2,13,19,2015/2016,0,4,713,0,-6
Torino,Roma,2,3,11,3,2015/2016,0,5,714,-1,8
Sampdoria,Sassuolo,0,0,15,7,2015/2016,0,0,715,0,8
Fiorentina,Udinese,1,2,5,16,2015/2016,0,3,716,-1,-11
Carpi,AC Milan,0,0,17,6,2015/2016,0,0,717,0,11
Udinese,Inter,1,3,14,4,2015/2016,0,4,718,-2,10
Chievo,Atalanta,0,1,8,13,2015/2016,0,1,719,-1,-5
Genoa,Bologna,0,2,10,16,2015/2016,0,2,720,-2,-6
Juventus,Fiorentina,2,1,1,5,2015/2016,0,3,721,1,-4
Palermo,Frosinone,2,0,19,18,2015/2016,0,2,722,2,1
Lazio,Sampdoria,1,2,9,16,2015/2016,0,3,723,-1,-7
Sassuolo,Torino,3,1,7,11,2015/2016,0,4,724,2,-4
Empoli,Carpi,0,1,12,17,2015/2016,0,1,725,-1,-5
Napoli,Roma,0,1,2,3,2015/2016,0,1,726,-1,-1
AC Milan,Verona,1,2,6,20,2015/2016,0,3,727,-1,-14
Fiorentina,Chievo,0,0,5,8,2015/2016,0,0,728,0,-3
Torino,Udinese,5,1,11,16,2015/2016,0,6,729,4,-5
Frosinone,AC Milan,3,3,19,6,2015/2016,0,6,730,0,13
Bologna,Empoli,0,0,15,12,2015/2016,0,0,731,0,3
Carpi,Juventus,0,2,17,1,2015/2016,0,2,732,-2,16
Inter,Lazio,0,2,4,9,2015/2016,0,2,733,-2,-5
Sampdoria,Palermo,0,2,15,18,2015/2016,0,2,734,-2,-3
Verona,Sassuolo,0,1,20,7,2015/2016,0,1,735,-1,13
Roma,Genoa,3,2,3,11,2015/2016,0,5,736,1,-8
Atalanta,Napoli,1,2,13,3,2015/2016,0,3,737,-1,10
AC Milan,Bologna,1,0,7,14,2015/2016,0,1,738,1,-7
Empoli,Inter,1,2,12,4,2015/2016,0,3,739,-1,8
Udinese,Atalanta,1,1,16,13,2015/2016,0,2,740,0,3
Lazio,Carpi,3,1,8,17,2015/2016,0,4,741,2,-9
Palermo,Fiorentina,0,0,18,5,2015/2016,0,0,742,0,13
Sassuolo,Frosinone,1,0,7,19,2015/2016,0,1,743,1,-12
Chievo,Roma,0,3,9,3,2015/2016,0,3,744,-3,6
Genoa,Sampdoria,3,0,11,15,2015/2016,0,3,745,3,-4
Napoli,Torino,2,1,3,11,2015/2016,0,3,746,1,-8
Juventus,Verona,1,2,1,20,2015/2016,0,3,747,-1,-19
Roma,AC Milan,3,1,3,7,2015/2016,0,4,748,2,-4
Sampdoria,Juventus,0,5,15,1,2015/2016,0,5,749,-5,14
Frosinone,Napoli,0,4,19,3,2015/2016,0,4,750,-4,16
Inter,Sassuolo,1,3,4,6,2015/2016,0,4,751,-2,-2
Bologna,Chievo,0,0,14,9,2015/2016,0,0,752,0,5
Torino,Empoli,1,2,11,12,2015/2016,0,3,753,-1,-1
Atalanta,Genoa,2,1,13,10,2015/2016,0,3,754,1,3
Fiorentina,Lazio,4,2,5,8,2015/2016,0,6,755,2,-3
Verona,Palermo,2,3,20,17,2015/2016,0,5,756,-1,3
Carpi,Udinese,2,1,18,16,2015/2016,0,3,757,1,2
Fiorentina,Juventus,1,2,8,11,2016/2017,0,3,758,-1,-3
Udinese,Roma,0,4,19,15,2016/2017,0,4,759,-4,4
Torino,AC Milan,2,3,18,3,2016/2017,0,5,760,-1,15
Lazio,Atalanta,4,3,12,4,2016/2017,0,7,761,1,8
Crotone,Bologna,0,1,8,5,2016/2017,0,1,762,-1,3
Inter,Chievo,0,2,10,7,2016/2017,0,2,763,-2,3
Sampdoria,Empoli,1,0,13,8,2016/2017,0,1,764,1,5
Cagliari,Genoa,1,3,8,9,2016/2017,0,4,765,-2,-1
Sassuolo,Palermo,1,0,12,10,2016/2017,0,1,766,1,2
Napoli,Pescara,2,2,10,11,2016/2017,0,4,767,0,-1
Juventus,Lazio,1,0,6,7,2016/2017,0,1,768,1,-1
AC Milan,Napoli,2,4,5,10,2016/2017,0,6,769,-2,-5
Roma,Cagliari,2,2,3,18,2016/2017,0,4,770,0,-15
Genoa,Crotone,3,1,5,14,2016/2017,0,4,771,2,-9
Chievo,Fiorentina,0,1,5,15,2016/2017,0,1,772,-1,-10
Palermo,Inter,1,1,16,18,2016/2017,0,2,773,0,-2
Atalanta,Sampdoria,1,2,16,7,2016/2017,0,3,774,-1,9
Pescara,Sassuolo,1,2,12,8,2016/2017,0,3,775,-1,4
Bologna,Torino,1,5,7,17,2016/2017,0,6,776,-4,-10
Empoli,Udinese,0,2,17,20,2016/2017,0,2,777,-2,-3
Sassuolo,Juventus,1,3,4,2,2016/2017,0,4,778,-2,2
Napoli,Palermo,3,0,6,14,2016/2017,0,3,779,3,-8
Udinese,AC Milan,1,0,12,11,2016/2017,0,1,780,1,1
Torino,Atalanta,1,2,8,18,2016/2017,0,3,781,-1,-10
Cagliari,Bologna,1,2,16,14,2016/2017,0,3,782,-1,2
Lazio,Chievo,1,1,12,10,2016/2017,0,2,783,0,2
Inter,Pescara,2,1,16,15,2016/2017,0,3,784,1,1
Sampdoria,Roma,2,3,4,8,2016/2017,0,5,785,-1,-4
Crotone,Empoli,1,2,19,20,2016/2017,0,3,786,-1,-1
AC Milan,Sampdoria,1,0,15,5,2016/2017,0,1,787,1,10
Pescara,Lazio,0,3,17,11,2016/2017,0,3,788,-3,6
Bologna,Napoli,1,3,10,2,2016/2017,0,4,789,-2,8
Atalanta,Cagliari,0,3,15,17,2016/2017,0,3,790,-3,-2
Palermo,Crotone,1,1,18,20,2016/2017,0,2,791,0,-2
Roma,Fiorentina,0,1,3,15,2016/2017,0,1,792,-1,-12
Juventus,Inter,1,2,2,14,2016/2017,0,3,793,-1,-12
Genoa,Sassuolo,0,2,6,9,2016/2017,0,2,794,-2,-3
Empoli,Torino,0,0,16,15,2016/2017,0,0,795,0,1
Chievo,Udinese,2,1,14,11,2016/2017,0,3,796,1,3
Lazio,AC Milan,0,2,5,11,2016/2017,0,2,797,-2,-6
Palermo,Atalanta,1,0,18,17,2016/2017,0,1,798,1,1
Sampdoria,Bologna,0,2,11,13,2016/2017,0,2,799,-2,-2
Sassuolo,Chievo,1,2,3,7,2016/2017,0,3,800,-1,-4
Inter,Empoli,2,0,9,17,2016/2017,0,2,801,2,-8
Napoli,Genoa,0,0,1,10,2016/2017,0,0,802,0,-9
Cagliari,Juventus,0,4,16,4,2016/2017,0,4,803,-4,12
Torino,Pescara,0,0,15,20,2016/2017,0,0,804,0,-5
Crotone,Roma,0,4,20,8,2016/2017,0,4,805,-4,12
Fiorentina,Udinese,2,2,11,13,2016/2017,0,4,806,0,-2
Chievo,Napoli,0,2,4,2,2016/2017,0,2,807,-2,2
Juventus,Palermo,1,0,2,15,2016/2017,0,1,808,1,-13
AC Milan,Fiorentina,0,0,6,10,2016/2017,0,0,809,0,-4
Pescara,Genoa,1,1,19,10,2016/2017,0,2,810,0,9
Bologna,Inter,1,1,8,4,2016/2017,0,2,811,0,4
